,country,continent,census,year,size_category,area_of_holdings,number_of_holdings
931,Suriname,South America,1970,1969,3 and under 4 hectares,5926.0,1803.0
932,Suriname,South America,1970,1969,4 and under 5 hectares,6098.0,1437.0
933,Suriname,South America,1970,1969,5 and under 10 hectares,11787.0,1784.0
934,Suriname,South America,1970,1969,10 and under 20 hectares,7240.0,581.0
935,Suriname,South America,1970,1969,20 and under 50 hectares,7221.0,257.0
936,Suriname,South America,1970,1969,50 and under 100 hectares,1799.0,28.0
937,Suriname,South America,1970,1969,100 and under 200 hectares,2585.0,22.0
938,Suriname,South America,1970,1969,200 and under 500 hectares,6338.0,20.0
939,Suriname,South America,1970,1969,500 and under 1000 hectares,8833.0,13.0
940,Suriname,South America,1970,1969,1000 hectares and over,22723.0,11.0
941,Suriname,South America,1970,1969,Holdings without Land,0.0,7.0
942,Japan,Asia,1970,1970,Under 0.1 (0.05) hectares,562.0,13260.0
943,Japan,Asia,1970,1970,0.1 (0.05) and under 0.3 hectares,196701.0,1103889.0
944,Japan,Asia,1970,1970,0.3 and under 0.5 hectares,355047.0,907610.0
945,Japan,Asia,1970,1970,0.5 and under 1.0 hectare,1177165.0,1614385.0
946,Japan,Asia,1970,1970,1.0 and under 2.0 hectares,1786138.0,1285680.0
947,Japan,Asia,1970,1970,2.0 and under 3.0 hectares,613381.0,255649.0
948,Japan,Asia,1970,1970,3.0 and under 5.0 hectares,346000.0,90072.0
949,Japan,Asia,1970,1970,5.0 hectares and over,778424.0,71299.0
950,Malta,Europe,1970,1968,Under 1.12 hectares,3036.0,6228.0
951,Malta,Europe,1970,1968,1.12 and under 2.25 hectares,3558.0,2262.0
952,Malta,Europe,1970,1968,2.25 and under 3.37 hectares,3058.0,1136.0
953,Malta,Europe,1970,1968,3.37 and under 4.50 hectares,2042.0,529.0
954,Malta,Europe,1970,1968,4.50 and under 5.62 hectares,1493.0,301.0
955,Malta,Europe,1970,1968,5.62 and under 10.12 hectares,2136.0,307.0
956,Malta,Europe,1970,1968,10.12 and under 20.23,454.0,36.0
957,Malta,Europe,1970,1968,20.23 and under 34.84 hectares,122.0,4.0
958,Czechoslovakia,Europe,1970,1970,Under 0.5 hectares,492675.0,1210578.0
959,Czechoslovakia,Europe,1970,1970,0.5 and under 1.0 hectare,99504.0,132452.0
960,Czechoslovakia,Europe,1970,1970,1 and under 2 hectares,80008.0,47283.0
961,Czechoslovakia,Europe,1970,1970,2 and under 3 hectares,59700.0,20237.0
962,Czechoslovakia,Europe,1970,1970,3 and under 5 hectares,129099.0,27827.0
963,Czechoslovakia,Europe,1970,1970,5 and under 10 hectares,187697.0,21959.0
964,Czechoslovakia,Europe,1970,1970,10 and under 50 hectares,407988.0,4391.0
965,Czechoslovakia,Europe,1970,1970,50 and under 100 hectares,817337.0,254.0
966,Czechoslovakia,Europe,1970,1970,100 and under 200 hectares,1410720.0,747.0
967,Czechoslovakia,Europe,1970,1970,200 and under 500 hectares,2144655.0,2700.0
968,Czechoslovakia,Europe,1970,1970,500 and under 1000 hectares,2354756.0,2642.0
969,Czechoslovakia,Europe,1970,1970,1000 and under 2500 hectares,1546807.0,977.0
970,Czechoslovakia,Europe,1970,1970,2500 hectares and over,2143154.0,415.0
971,Luxembourg,Europe,1970,1970,Under 1 hectare,268.0,669.0
972,Luxembourg,Europe,1970,1970,1 and under 2 hectares,722.0,506.0
973,Luxembourg,Europe,1970,1970,2 and under 5 hectares,3205.0,975.0
974,Luxembourg,Europe,1970,1970,5 and under 10 hectares,7314.0,994.0
975,Luxembourg,Europe,1970,1970,10 and under 20 hectares,22983.0,1547.0
976,Luxembourg,Europe,1970,1970,20 and under 50 hectares,81412.0,2619.0
977,Luxembourg,Europe,1970,1970,50 hectares and over,19239.0,298.0
978,Canada,North America,1970,1971,Under 1.2 hectares,2660.0,3988.0
979,Canada,North America,1970,1971,1.2 and under 4.0 hectares,22355.0,10228.0
980,Canada,North America,1970,1971,4.0 and under 28.3 hectares,565068.0,38611.0
981,Canada,North America,1970,1971,28.3 and under 97.1 hectares,7369850.0,127551.0
982,Canada,North America,1970,1971,97.1 and under 226.6 hectares,14275477.0,95688.0
983,Canada,North America,1970,1971,226.6 and under 453.2 hectares,18370345.0,58968.0
984,Canada,North America,1970,1971,453.2 hectares and over,28057436.0,31094.0
985,Sweden,Europe,1970,1971,0.3 and under 2.0 hectares,282288.0,11932.0
986,Sweden,Europe,1970,1971,2.1 and under 5.0 hectares,1401001.0,30639.0
987,Sweden,Europe,1970,1971,5.1 and under 10.0 hectares,2180603.0,39135.0
988,Sweden,Europe,1970,1971,10.1 and under 20.0 hectares,2166991.0,36685.0
989,Sweden,Europe,1970,1971,20.1 and under 30.0 hectares,1181888.0,17799.0
990,Sweden,Europe,1970,1971,30.1 and under 50.0 hectares,1192611.0,14920.0
991,Sweden,Europe,1970,1971,50.1 and under 100.0 hectares,1022948.0,8132.0
992,Sweden,Europe,1970,1971,100.1 hectares and over,1161616.0,2704.0
993,Norway,Europe,1970,1969,0.5 and under 2 hectares,454451.0,33314.0
994,Norway,Europe,1970,1969,2 and under 5 hectares,2179525.0,55167.0
995,Norway,Europe,1970,1969,5 and under 10 hectares,2810212.0,42240.0
996,Norway,Europe,1970,1969,10 and under 20 hectares,1516856.0,17938.0
997,Norway,Europe,1970,1969,20 and under 50 hectares,665779.0,5822.0
998,Norway,Europe,1970,1969,50 hectares and over,145268.0,496.0
999,Portugal,Europe,1970,1968,0.05 and under 1 hectare,124887.0,313775.0
1000,Portugal,Europe,1970,1968,1 and under 4 hectares,617629.0,314855.0
1001,Portugal,Europe,1970,1968,4 and under 20 hectares,1181631.0,153225.0
1002,Portugal,Europe,1970,1968,20 and under 50 hectares,504238.0,17716.0
1003,Portugal,Europe,1970,1968,50 and under 100 hectares,297826.0,4494.0
1004,Portugal,Europe,1970,1968,100 and under 200 hectares,281693.0,2102.0
1005,Portugal,Europe,1970,1968,200 and under 500 hectares,457687.0,1497.0
1006,Portugal,Europe,1970,1968,500 and under 1000 hectares,442766.0,652.0
1007,Portugal,Europe,1970,1968,1000 and under 2500 hectares,560754.0,375.0
1008,Portugal,Europe,1970,1968,2500 hectares and over,505046.0,11.0
1009,Portugal,Europe,1970,1968,Holdings without Land,0.0,2852.0
1010,Puerto Rico,North America,1970,1970,Under 1.2 hectares,1657.0,2921.0
1011,Puerto Rico,North America,1970,1970,1.2 and under 3.9 hectares,28858.0,14317.0
1012,Puerto Rico,North America,1970,1970,3.9 and under 7.9 hectares,35351.0,6579.0
1013,Puerto Rico,North America,1970,1970,7.9 and under 19.7 hectares,59010.0,5045.0
1014,Puerto Rico,North America,1970,1970,19.7 and under 39.3 hectares,45098.0,1683.0
1015,Puerto Rico,North America,1970,1970,39.3 and under 68.8 hectares,39243.0,767.0
1016,Puerto Rico,North America,1970,1970,68.8 and under 102.2 hectares,35338.0,426.0
1017,Puerto Rico,North America,1970,1970,102.2 hectares and over,280020.0,949.0
1018,Finland,Europe,1970,1969,1 and under 2 hectares,498156.0,33573.0
1019,Finland,Europe,1970,1969,2 and under 3 hectares,682803.0,26475.0
1020,Finland,Europe,1970,1969,3 and under 5 hectares,1830422.0,48748.0
1021,Finland,Europe,1970,1969,5 and under 10 hectares,5028987.0,97935.0
1022,Finland,Europe,1970,1969,10 and under 20 hectares,4409763.0,67989.0
1023,Finland,Europe,1970,1969,20 and under 50 hectares,2126332.0,20625.0
1024,Finland,Europe,1970,1969,50 and under 100 hectares,381895.0,1620.0
1025,Finland,Europe,1970,1969,100 hectares and over,191865.0,292.0
1026,United States of America,North America,1970,1969,Under 1.2 hectares,37815.0,78868.0
1027,United States of America,North America,1970,1969,1.2 and under 4.0 hectares,191880.0,83243.0
1028,United States of America,North America,1970,1969,4.0 and under 20.2 hectares,5363337.0,473465.0
1029,United States of America,North America,1970,1969,20.2 and under 40.5 hectares,13605808.0,459942.0
1030,United States of America,North America,1970,1969,40.5 and under 56.7 hectares,13146441.0,278752.0
1031,United States of America,North America,1970,1969,56.7 hectares and under 89.0,30021608.0,428221.0
1032,United States of America,North America,1970,1969,89.0 and under 105.2 hectares,13643114.0,141733.0
1033,United States of America,North America,1970,1969,105.2 and under 202.3 hectares,60423447.0,419421.0
1034,United States of America,North America,1970,1969,202.3 and under 404.7 hectares,59812910.0,215659.0
1035,United States of America,North America,1970,1969,404.7 and under 809.4 hectares,50024161.0,91039.0
1036,United States of America,North America,1970,1969,809.4 and under 1214.1 hectares,23735211.0,24492.0
1037,United States of America,North America,1970,1969,1214.1 and under 2428.1 hectares,34016997.0,20660.0
1038,United States of America,North America,1970,1969,2428.1 and under 2832.8 hectares,6192050.0,2383.0
1039,United States of America,North America,1970,1969,2832.8 hectares and over,120106658.0,12372.0
1040,Iraq,Asia,1970,1971,Under 0.25 hectares,862.0,6998.0
1041,Iraq,Asia,1970,1971,0.25 and under 1 hectare,32065.0,60227.0
1042,Iraq,Asia,1970,1971,1 and under 2.5 hectares,140053.0,89834.0
1043,Iraq,Asia,1970,1971,2.5 and under 5 hectares,274228.0,83354.0
1044,Iraq,Asia,1970,1971,5 and under 10 hectares,865993.0,126718.0
1045,Iraq,Asia,1970,1971,10 and under 20 hectares,1421728.0,109671.0
1046,Iraq,Asia,1970,1971,20 and under 50 hectares,1492673.0,53052.0
1047,Iraq,Asia,1970,1971,50 and under 100 hectares,375118.0,5808.0
1048,Iraq,Asia,1970,1971,100 and under 200 hectares,254923.0,1952.0
1049,Iraq,Asia,1970,1971,200 and under 500 hectares,303978.0,1090.0
1050,Iraq,Asia,1970,1971,500 hectares and over,570860.0,453.0
1051,Iraq,Asia,1970,1971,Holdings without Land,0.0,52021.0
1052,Uruguay,South America,1970,1970,1 and under 5 hectares,29960.0,11085.0
1053,Uruguay,South America,1970,1970,5 and under 10 hectares,80096.0,11897.0
1054,Uruguay,South America,1970,1970,10 and under 20 hectares,168613.0,12259.0
1055,Uruguay,South America,1970,1970,20 and under 50 hectares,411170.0,13071.0
1056,Uruguay,South America,1970,1970,50 and under 100 hectares,559401.0,7927.0
1057,Uruguay,South America,1970,1970,100 and under 200 hectares,930827.0,6603.0
1058,Uruguay,South America,1970,1970,200 and under 500 hectares,2133398.0,6734.0
1059,Uruguay,South America,1970,1970,500 and under 1000 hectares,2560563.0,3626.0
1060,Uruguay,South America,1970,1970,1000 and under 2500 hectares,4304841.0,2784.0
1061,Uruguay,South America,1970,1970,2500 hectares and over,5338861.0,1177.0
1062,France,Europe,1970,1970,Under 1 hectare,243910.0,166719.0
1063,France,Europe,1970,1970,1 and under 2 hectares,316984.0,115873.0
1064,France,Europe,1970,1970,2 and under 5 hectares,1060613.0,209798.0
1065,France,Europe,1970,1970,5 and under 10 hectares,2476654.0,250466.0
1066,France,Europe,1970,1970,10 and under 20 hectares,6298473.0,354826.0
1067,France,Europe,1970,1970,20 and under 50 hectares,12892497.0,369610.0
1068,France,Europe,1970,1970,50 and under 100 hectares,6895577.0,93222.0
1069,France,Europe,1970,1970,100 hectares and over,4854509.0,27129.0
1070,Lesotho,Africa,1970,1970,Under 0.8 hectares,18194.0,36792.0
1071,Lesotho,Africa,1970,1970,0.8 and under 1.6 hectares,67258.0,55689.0
1072,Lesotho,Africa,1970,1970,1.6 and under 2.4 hectares,80725.0,40849.0
1073,Lesotho,Africa,1970,1970,2.4 and under 3.2 hectares,62395.0,22282.0
1074,Lesotho,Africa,1970,1970,3.2 and under 4.0 hectares,48094.0,13277.0
1075,Lesotho,Africa,1970,1970,4.0 and under 6.1 hectares,56738.0,11584.0
1076,Lesotho,Africa,1970,1970,6.1 hectares and over,38938.0,4603.0
1077,Lesotho,Africa,1970,1970,Holdings without Land,0.0,2345.0
1078,Malawi,Africa,1970,1968,Under 0.8 hectares,122600.0,254000.0
1079,Malawi,Africa,1970,1968,0.8 and under 1.6 hectares,352200.0,302000.0
1080,Malawi,Africa,1970,1968,1.6 hectares and under 2.4 hectares,314600.0,163000.0
1081,Malawi,Africa,1970,1968,2.4 and under 4.9 hectares,464200.0,148000.0
1082,Malawi,Africa,1970,1968,4.9 hectares and over,107800.0,18000.0
1083,Costa Rica,North America,1970,1972,Under 0.2 hectares,554.0,4518.0
1084,Costa Rica,North America,1970,1972,0.2 and under 0.5 hectares,1160.0,3382.0
1085,Costa Rica,North America,1970,1972,0.5 and under 1.0 hectare,4473.0,6513.0
1086,Costa Rica,North America,1970,1972,1 and under 2 hectares,10241.0,7522.0
1087,Costa Rica,North America,1970,1972,2 and under 3 hectares,15391.0,6414.0
1088,Costa Rica,North America,1970,1972,3 and under 4 hectares,11379.0,3328.0
1089,Costa Rica,North America,1970,1972,4 and under 5 hectares,15809.0,3566.0
1090,Costa Rica,North America,1970,1972,5 and under 10 hectares,64846.0,9095.0
1091,Costa Rica,North America,1970,1972,10 and under 20 hectares,122781.0,8777.0
1092,Costa Rica,North America,1970,1972,20 and under 50 hectares,387099.0,12436.0
1093,Costa Rica,North America,1970,1972,50 and under 100 hectares,396534.0,5801.0
1094,Costa Rica,North America,1970,1972,100 and under 200 hectares,391733.0,2922.0
1095,Costa Rica,North America,1970,1972,200 and under 500 hectares,577198.0,1929.0
1096,Costa Rica,North America,1970,1972,500 and under 1000 hectares,338580.0,495.0
1097,Costa Rica,North America,1970,1972,1000 and under 2500 hectares,320924.0,220.0
1098,Costa Rica,North America,1970,1972,2500 hectares and over,463754.0,80.0
1099,Costa Rica,North America,1970,1972,Holdings without Land,0.0,4564.0
1100,Republic of Korea,Asia,1970,1970,Under 0.1 hectares,789.0,12843.0
1101,Republic of Korea,Asia,1970,1970,0.1 and under 0.2 hectares,24660.0,175520.0
1102,Republic of Korea,Asia,1970,1970,0.2 and under 0.5 hectares,202210.0,586872.0
1103,Republic of Korea,Asia,1970,1970,0.5 and under 1.0 hectare,590932.0,824994.0
1104,Republic of Korea,Asia,1970,1970,1 and under 2 hectares,862833.0,639788.0
1105,Republic of Korea,Asia,1970,1970,2 and under 3 hectares,289386.0,123524.0
1106,Republic of Korea,Asia,1970,1970,3 hectares and over,159374.0,37670.0
1107,Republic of Korea,Asia,1970,1970,Holdings without Land,0.0,20209.0
1108,Eswatini,Africa,1970,1971,Under 1 hectare,5814.0,10303.0
1109,Eswatini,Africa,1970,1971,1 and under 5 hectares,56513.0,23780.0
1110,Eswatini,Africa,1970,1971,5 and under 100 hectares,56019.0,4871.0
1111,Eswatini,Africa,1970,1971,100 and under 500 hectares,43578.0,222.0
1112,Eswatini,Africa,1970,1971,500 and under 1000 hectares,54018.0,74.0
1113,Eswatini,Africa,1970,1971,1000 and under 2000 hectares,58656.0,40.0
1114,Eswatini,Africa,1970,1971,2000 and under 3000 hectares,83319.0,33.0
1115,Eswatini,Africa,1970,1971,3000 and under 4000 hectares,40124.0,12.0
1116,Eswatini,Africa,1970,1971,4000 and under 5000 hectares,55363.0,13.0
1117,Eswatini,Africa,1970,1971,5000 hectares and over,313371.0,29.0
1118,New Zealand,Oceania,1970,1972,Under 5 hectares,9100.0,2730.0
1119,New Zealand,Oceania,1970,1972,5 and under 10 hectares,19902.0,2728.0
1120,New Zealand,Oceania,1970,1972,10 and under 20 hectares,47916.0,3292.0
1121,New Zealand,Oceania,1970,1972,20 and under 50 hectares,394860.0,11012.0
1122,New Zealand,Oceania,1970,1972,50 and under 100 hectares,1016218.0,14085.0
1123,New Zealand,Oceania,1970,1972,100 and under 200 hectares,1786145.0,12390.0
1124,New Zealand,Oceania,1970,1972,200 and under 400 hectares,2530257.0,9162.0
1125,New Zealand,Oceania,1970,1972,400 and under 600 hectares,1401160.0,2892.0
1126,New Zealand,Oceania,1970,1972,600 hectares and under 1000,1601573.0,2102.0
1127,New Zealand,Oceania,1970,1972,1000 and under 2000 hectares,1830760.0,1319.0
1128,New Zealand,Oceania,1970,1972,2000 and under 4000 hectares,1491430.0,544.0
1129,New Zealand,Oceania,1970,1972,4000 hectares and over,6901048.0,533.0
1130,Kuwait,Asia,1970,1970,Under 0.1 hectares,1.0,15.0
1131,Kuwait,Asia,1970,1970,0.1 and under 0.2 hectares,6.0,38.0
1132,Kuwait,Asia,1970,1970,0.2 and under 0.5 hectares,31.0,96.0
1133,Kuwait,Asia,1970,1970,0.5 and under 1.0 hectare,49.0,69.0
1134,Kuwait,Asia,1970,1970,1 and under 2 hectares,83.0,61.0
1135,Kuwait,Asia,1970,1970,2 and under 3 hectares,61.0,24.0
1136,Kuwait,Asia,1970,1970,3 and under 4 hectares,62.0,18.0
1137,Kuwait,Asia,1970,1970,4 and under 5 hectares,50.0,11.0
1138,Kuwait,Asia,1970,1970,5 and under 10 hectares,331.0,46.0
1139,Kuwait,Asia,1970,1970,10 and under 20 hectares,516.0,39.0
1140,Kuwait,Asia,1970,1970,20 and under 50 hectares,493.0,18.0
1141,Kuwait,Asia,1970,1970,50 and under 100 hectares,867.0,13.0
1142,Kuwait,Asia,1970,1970,100 hectares and over,143.0,1.0
1143,United Kingdom,Europe,1970,1970,Under 0.5 hectares,1136.0,4864.0
1144,United Kingdom,Europe,1970,1970,0.5 and under 1.0 hectare,6709.0,9349.0
1145,United Kingdom,Europe,1970,1970,1 and under 2 hectares,24926.0,17568.0
1146,United Kingdom,Europe,1970,1970,2 and under 3 hectares,36949.0,15381.0
1147,United Kingdom,Europe,1970,1970,3 and under 4 hectares,37641.0,11012.0
1148,United Kingdom,Europe,1970,1970,4 and under 5 hectares,60530.0,13711.0
1149,United Kingdom,Europe,1970,1970,5 and under 10 hectares,286811.0,39517.0
1150,United Kingdom,Europe,1970,1970,10 and under 20 hectares,727981.0,49576.0
1151,United Kingdom,Europe,1970,1970,20 and under 50 hectares,2625306.0,80399.0
1152,United Kingdom,Europe,1970,1970,50 and under 100 hectares,3331052.0,47318.0
1153,United Kingdom,Europe,1970,1970,100 and under 200 hectares,3377813.0,24669.0
1154,United Kingdom,Europe,1970,1970,200 and under 500 hectares,3017022.0,10295.0
1155,United Kingdom,Europe,1970,1970,500 and under 1000 hectares,1277981.0,1890.0
1156,United Kingdom,Europe,1970,1970,1000 and under 2500 hectares,1244747.0,845.0
1157,United Kingdom,Europe,1970,1970,2500 hectares and over,1935708.0,304.0
1158,Greece,Europe,1970,1971,0.1 and under 1 hectare,113482.0,225820.0
1159,Greece,Europe,1970,1971,1 and under 3 hectares,702586.0,384320.0
1160,Greece,Europe,1970,1971,3 and under 5 hectares,792474.0,209640.0
1161,Greece,Europe,1970,1971,5 and under 10 hectares,1092600.0,164340.0
1162,Greece,Europe,1970,1971,10 and under 20 hectares,552988.0,42760.0
1163,Greece,Europe,1970,1971,20 and under 50 hectares,243258.0,8840.0
1164,Greece,Europe,1970,1971,50 hectares and over,88906.0,880.0
1165,Greece,Europe,1970,1971,Holdings without Land,0.0,10660.0
1166,Jamaica,North America,1970,1968,Under 0.4 hectares,9201.0,52976.0
1167,Jamaica,North America,1970,1968,0.4 and under 2 hectares,83560.0,93961.0
1168,Jamaica,North America,1970,1968,2 and under 4 hectares,67140.0,25237.0
1169,Jamaica,North America,1970,1968,4 and under 10 hectares,70761.0,12370.0
1170,Jamaica,North America,1970,1968,10 and under 20 hectares,30238.0,2280.0
1171,Jamaica,North America,1970,1968,20 and under 40 hectares,21242.0,775.0
1172,Jamaica,North America,1970,1968,40 and under 81 hectares,20686.0,379.0
1173,Jamaica,North America,1970,1968,81 and under 202 hectares,39227.0,320.0
1174,Jamaica,North America,1970,1968,202 hectares and over,260604.0,293.0
1175,Jamaica,North America,1970,1968,Holdings without Land,0.0,4768.0
1176,Denmark,Europe,1970,1970,0.5 and under 5 hectares,41510.0,14528.0
1177,Denmark,Europe,1970,1970,5 and under 10 hectares,216135.0,29510.0
1178,Denmark,Europe,1970,1970,10 and under 20 hectares,623279.0,43589.0
1179,Denmark,Europe,1970,1970,20 and under 50 hectares,1304838.0,43904.0
1180,Denmark,Europe,1970,1970,50 and under 100 hectares,455430.0,7055.0
1181,Denmark,Europe,1970,1970,100 hectares and over,300124.0,1611.0
1182,Netherlands,Europe,1970,1970,Under 0.5 hectares,1824.0,6220.0
1183,Netherlands,Europe,1970,1970,0.5 and under 1.0 hectare,7887.0,10780.0
1184,Netherlands,Europe,1970,1970,1 and under 2 hectares,20344.0,14483.0
1185,Netherlands,Europe,1970,1970,2 and under 3 hectares,25036.0,10329.0
1186,Netherlands,Europe,1970,1970,3 and under 4 hectares,31610.0,9239.0
1187,Netherlands,Europe,1970,1970,4 and under 5 hectares,37404.0,8446.0
1188,Netherlands,Europe,1970,1970,5 and under 10 hectares,290172.0,39155.0
1189,Netherlands,Europe,1970,1970,10 and under 20 hectares,736700.0,52079.0
1190,Netherlands,Europe,1970,1970,20 and under 50 hectares,794010.0,27881.0
1191,Netherlands,Europe,1970,1970,50 and under 100 hectares,143986.0,2283.0
1192,Netherlands,Europe,1970,1970,100 hectares and over,53624.0,224.0
1193,Netherlands,Europe,1970,1970,Holdings without Land,0.0,3494.0
1194,Switzerland,Europe,1970,1969,Under 0.51 hectares,5734.0,21672.0
1195,Switzerland,Europe,1970,1969,0.51 and under 1.01 hectares,8799.0,11016.0
1196,Switzerland,Europe,1970,1969,1.01 and under 2.01 hectares,20673.0,13445.0
1197,Switzerland,Europe,1970,1969,2.01 and under 3.01 hectares,23285.0,9085.0
1198,Switzerland,Europe,1970,1969,3.01 and under 5.01 hectares,56729.0,13854.0
1199,Switzerland,Europe,1970,1969,5.01 and under 10.01 hectares,257280.0,33469.0
1200,Switzerland,Europe,1970,1969,10.01 and under 20.01 hectares,537806.0,38023.0
1201,Switzerland,Europe,1970,1969,20.01 and under 50.01 hectares,314066.0,11475.0
1202,Switzerland,Europe,1970,1969,50.01 and under 100.01 hectares,45764.0,706.0
1203,Switzerland,Europe,1970,1969,100.01 and under 200.01 hectares,12178.0,88.0
1204,Switzerland,Europe,1970,1969,200.01 hectares and over,9796.0,26.0
1205,Australia,Oceania,1970,1971,Under 1.2 hectares,12.0,1889.0
1206,Australia,Oceania,1970,1971,1.2 and under 2 hectares,40.0,2960.0
1207,Australia,Oceania,1970,1971,2 and under 3.2 hectares,158.0,7031.0
1208,Australia,Oceania,1970,1971,3.2 and under 4 hectares,87.0,2505.0
1209,Australia,Oceania,1970,1971,4 and under 4.8 hectares,184.0,4456.0
1210,Australia,Oceania,1970,1971,4.8 and under 10.1 hectares,975.0,13551.0
1211,Australia,Oceania,1970,1971,10.1 and under 20.2 hectares,2253.0,15716.0
1212,Australia,Oceania,1970,1971,20.2 and under 50.6 hectares,10242.0,29732.0
1213,Australia,Oceania,1970,1971,50.6 and under 101.2 hectares,23554.0,32274.0
1214,Australia,Oceania,1970,1971,101.2 and under 202.3 hectares,47748.0,33024.0
1215,Australia,Oceania,1970,1971,202.3 and under 505.9 hectares,149421.0,45477.0
1216,Australia,Oceania,1970,1971,505.9 and under 1011.7 hectares,191962.0,27019.0
1217,Australia,Oceania,1970,1971,1011.7 and under 2428.1 hectares,300795.0,19939.0
1218,Australia,Oceania,1970,1971,2428.1 hectares and over,4244806.0,13912.0
1219,India,Asia,1970,1970,Under 0.5 hectares,5446.0,23178.0
1220,India,Asia,1970,1970,0.5 and under 1.0 hectare,9099.0,12504.0
1221,India,Asia,1970,1970,1 and under 2 hectares,19282.0,13432.0
1222,India,Asia,1970,1970,2 and under 3 hectares,16353.0,6722.0
1223,India,Asia,1970,1970,3 and under 4 hectares,13646.0,3959.0
1224,India,Asia,1970,1970,4 and under 5 hectares,11929.0,2684.0
1225,India,Asia,1970,1970,5 and under 10 hectares,36305.0,5248.0
1226,India,Asia,1970,1970,10 and under 20 hectares,28521.0,2135.0
1227,India,Asia,1970,1970,20 and under 50 hectares,15572.0,566.0
1228,India,Asia,1970,1970,50 hectares and over,5971.0,65.0
1229,Bahrain,Asia,1970,1973,Under 0.5 hectares,22.0,60.0
1230,Bahrain,Asia,1970,1973,0.5 and under 1.0 hectare,80.0,106.0
1231,Bahrain,Asia,1970,1973,1 and under 2 hectares,260.0,176.0
1232,Bahrain,Asia,1970,1973,2 and under 3 hectares,306.0,124.0
1233,Bahrain,Asia,1970,1973,3 and under 4 hectares,356.0,104.0
1234,Bahrain,Asia,1970,1973,4 and under 5 hectares,279.0,62.0
1235,Bahrain,Asia,1970,1973,5 and under 10 hectares,972.0,141.0
1236,Bahrain,Asia,1970,1973,10 and under 20 hectares,865.0,64.0
1237,Bahrain,Asia,1970,1973,20 and under 50 hectares,454.0,16.0
1238,Bahrain,Asia,1970,1973,50 hectares and over,108.0,2.0
1239,Italy,Europe,1970,1970,Under 1 hectare,615096.0,1151234.0
1240,Italy,Europe,1970,1970,1 and under 2 hectares,1030344.0,680063.0
1241,Italy,Europe,1970,1970,2 and under 3 hectares,1048843.0,413368.0
1242,Italy,Europe,1970,1970,3 and under 5 hectares,1888771.0,476346.0
1243,Italy,Europe,1970,1970,5 and under 10 hectares,3325069.0,467362.0
1244,Italy,Europe,1970,1970,10 and under 20 hectares,3354160.0,240362.0
1245,Italy,Europe,1970,1970,20 and under 50 hectares,3352727.0,111103.0
1246,Italy,Europe,1970,1970,50 and under 100 hectares,2037416.0,29265.0
1247,Italy,Europe,1970,1970,100 hectares and over,8411792.0,22098.0
1248,Italy,Europe,1970,1970,Holdings without Land,0.0,16061.0
1249,Saudi Arabia,Asia,1970,1970,Under 0.1 hectares,78.0,1223.0
1250,Saudi Arabia,Asia,1970,1970,0.1 and under 0.2 hectares,624.0,5326.0
1251,Saudi Arabia,Asia,1970,1970,0.2 and under 0.5 hectares,8632.0,27664.0
1252,Saudi Arabia,Asia,1970,1970,0.5 and under 1.0 hectare,23751.0,35032.0
1253,Saudi Arabia,Asia,1970,1970,1 and under 2 hectares,50971.0,37636.0
1254,Saudi Arabia,Asia,1970,1970,2 and under 3 hectares,38837.0,16676.0
1255,Saudi Arabia,Asia,1970,1970,3 and under 4 hectares,39154.0,11581.0
1256,Saudi Arabia,Asia,1970,1970,4 and under 5 hectares,22495.0,5280.0
1257,Saudi Arabia,Asia,1970,1970,5 and under 10 hectares,118807.0,17722.0
1258,Saudi Arabia,Asia,1970,1970,10 and under 20 hectares,164733.0,12357.0
1259,Saudi Arabia,Asia,1970,1970,20 and under 50 hectares,188176.0,6577.0
1260,Saudi Arabia,Asia,1970,1970,50 and under 100 hectares,127929.0,2002.0
1261,Saudi Arabia,Asia,1970,1970,100 hectares and over,429275.0,1594.0
1262,Yugoslavia,Europe,1970,1969,Under 0.5 hectares,81025.0,315511.0
1263,Yugoslavia,Europe,1970,1969,0.5 and under 1 hectare,192346.0,242230.0
1264,Yugoslavia,Europe,1970,1969,1 and under 2 hectares,710223.0,463507.0
1265,Yugoslavia,Europe,1970,1969,2 and under 3 hectares,1021920.0,395365.0
1266,Yugoslavia,Europe,1970,1969,3 and under 4 hectares,1015346.0,284361.0
1267,Yugoslavia,Europe,1970,1969,4 and under 5 hectares,1084656.0,230468.0
1268,Yugoslavia,Europe,1970,1969,5 and under 10 hectares,3607230.0,515937.0
1269,Yugoslavia,Europe,1970,1969,10 and under 20 hectares,1619917.0,128470.0
1270,Yugoslavia,Europe,1970,1969,20 and under 50 hectares,771504.0,22888.0
1271,Yugoslavia,Europe,1970,1969,50 and under 100 hectares,15345.0,202.0
1272,Yugoslavia,Europe,1970,1969,100 and under 200 hectares,36467.0,258.0
1273,Yugoslavia,Europe,1970,1969,200 and under 500 hectares,96794.0,295.0
1274,Yugoslavia,Europe,1970,1969,500 and under 1000 hectares,147039.0,208.0
1275,Yugoslavia,Europe,1970,1969,1000 and under 2500 hectares,357818.0,217.0
1276,Yugoslavia,Europe,1970,1969,2500 hectares and over,1704792.0,223.0
1277,Brazil,South America,1970,1970,Under 1 hectare,236093.0,396846.0
1278,Brazil,South America,1970,1970,1 and under 2 hectares,657544.0,488562.0
