,country,continent,census,year,size_category,area_of_holdings,number_of_holdings
2294,Bahamas,North America,1990,1994,0.4 and under 1.2 hectares,400.0,597.0
2295,Bahamas,North America,1990,1994,1.2 and under 2.0 hectares,445.0,309.0
2296,Bahamas,North America,1990,1994,2.0 and under 4.0 hectares,781.0,299.0
2297,Bahamas,North America,1990,1994,4.0 and under 8.1 hectares,860.0,170.0
2298,Bahamas,North America,1990,1994,8.1 and under 20.2 hectares,1237.0,109.0
2299,Bahamas,North America,1990,1994,20.2 and under 40.5 hectares,1043.0,40.0
2300,Bahamas,North America,1990,1994,40.5 and under 80.9 hectares,1366.0,25.0
2301,Bahamas,North America,1990,1994,80.9 hectares and over,14175.0,40.0
2302,Bahamas,North America,1990,1994,Holdings without Land,0.0,27.0
2303,Barbados,North America,1990,1989,Under 0.1 hectares,214.0,4696.0
2304,Barbados,North America,1990,1989,0.1 and under 0.2 hectares,320.0,3009.0
2305,Barbados,North America,1990,1989,0.2 and under 0.5 hectares,991.0,3574.0
2306,Barbados,North America,1990,1989,0.5 and under 1 hectare,602.0,875.0
2307,Barbados,North America,1990,1989,1 and under 2 hectares,660.0,485.0
2308,Barbados,North America,1990,1989,2 and under 3 hectares,275.0,119.0
2309,Barbados,North America,1990,1989,3 and under 4 hectares,108.0,32.0
2310,Barbados,North America,1990,1989,4 and under 5 hectares,169.0,39.0
2311,Barbados,North America,1990,1989,5 and under 10 hectares,294.0,44.0
2312,Barbados,North America,1990,1989,10 and under 20 hectares,366.0,27.0
2313,Barbados,North America,1990,1989,20 and under 50 hectares,669.0,23.0
2314,Barbados,North America,1990,1989,50 and under 100 hectares,1938.0,26.0
2315,Barbados,North America,1990,1989,100 and under 200 hectares,4680.0,33.0
2316,Barbados,North America,1990,1989,200 and under 500 hectares,9605.0,34.0
2317,Barbados,North America,1990,1989,500 hectares and over,650.0,1.0
2318,Barbados,North America,1990,1989,Holdings without Land,0.0,4161.0
2319,Dominica,North America,1990,1995,Under 0.4 hectares,263.0,1635.0
2320,Dominica,North America,1990,1995,0.4 and under 2 hectares,4716.0,4495.0
2321,Dominica,North America,1990,1995,2 and under 4 hectares,3679.0,1412.0
2322,Dominica,North America,1990,1995,4 and under 10.1 hectares,3923.0,689.0
2323,Dominica,North America,1990,1995,10.1 and under 20.2 hectares,1156.0,86.0
2324,Dominica,North America,1990,1995,20.2 and under 40.5 hectares,1486.0,54.0
2325,Dominica,North America,1990,1995,40.5 and under 80.9 hectares,1888.0,36.0
2326,Dominica,North America,1990,1995,80.9 and under 202.3 hectares,2764.0,22.0
2327,Dominica,North America,1990,1995,202.3 hectares and over,1271.0,5.0
2328,Dominica,North America,1990,1995,Holdings without Land,0.0,592.0
2329,Grenada,North America,1990,1995,Under 0.4 hectares,971000.0,6828.0
2330,Grenada,North America,1990,1995,0.4 and under 2.0 hectares,3562.0,4249.0
2331,Grenada,North America,1990,1995,2.0 and under 4.0 hectares,2266.0,849.0
2332,Grenada,North America,1990,1995,4.0 and under 10.1 hectares,2145.0,374.0
2333,Grenada,North America,1990,1995,10.1 and under 20.2 hectares,971.0,73.0
2334,Grenada,North America,1990,1995,20.2 and under 40.5 hectares,1133.0,43.0
2335,Grenada,North America,1990,1995,40.5 hectares and over,3116.0,32.0
2336,Grenada,North America,1990,1995,Holdings without Land,0.0,5829.0
2337,Honduras,North America,1990,1993,1 and under 5 hectares,280531.0,178250.0
2338,Honduras,North America,1990,1993,5 and under 10 hectares,249098.0,52770.0
2339,Honduras,North America,1990,1993,10 and under 20 hectares,369364.0,38770.0
2340,Honduras,North America,1990,1993,20 hectares and over,2738476.0,55960.0
2341,Mexico,North America,1990,1991,Under 5.1 hectares,5574769.0,2620399.0
2342,Mexico,North America,1990,1991,5.1 hectares and over,102771315.0,1787481.0
2343,Mexico,North America,1990,1991,Ejidos,75492494.0,29983.0
2344,Panama,North America,1990,1990,Under 0.1 hectares,2461.0,62155.0
2345,Panama,North America,1990,1990,0.1 and under 0.2 hectares,1399.0,11775.0
2346,Panama,North America,1990,1990,0.2 and under 0.5 hectares,2922.0,11155.0
2347,Panama,North America,1990,1990,0.5 and under 1 hectare,8380.0,14820.0
2348,Panama,North America,1990,1990,1 and under 2 hectares,27584.0,24345.0
2349,Panama,North America,1990,1990,2 and under 3 hectares,30059.0,14351.0
2350,Panama,North America,1990,1990,3 and under 4 hectares,26822.0,8714.0
2351,Panama,North America,1990,1990,4 and under 5 hectares,22923.0,5633.0
2352,Panama,North America,1990,1990,5 and under 10 hectares,103986.0,16172.0
2353,Panama,North America,1990,1990,10 and under 20 hectares,196241.0,15232.0
2354,Panama,North America,1990,1990,20 and under 50 hectares,486161.0,16383.0
2355,Panama,North America,1990,1990,50 and under 100 hectares,522322.0,8115.0
2356,Panama,North America,1990,1990,100 and under 200 hectares,412164.0,3251.0
2357,Panama,North America,1990,1990,200 and under 500 hectares,396453.0,1460.0
2358,Panama,North America,1990,1990,500 and under 1000 hectares,150171.0,231.0
2359,Panama,North America,1990,1990,1000 and under 2500 hectares,123127.0,85.0
2360,Panama,North America,1990,1990,2500 hectares and over,428408.0,18.0
2361,Puerto Rico,North America,1990,1987,Under 3.9 hectares,14293.0,9856.0
2362,Puerto Rico,North America,1990,1987,3.9 and under 7.9 hectares,21325.0,3949.0
2363,Puerto Rico,North America,1990,1987,7.9 and under 19.7 hectares,39808.0,3387.0
2364,Puerto Rico,North America,1990,1987,19.7 and under 39.3 hectares,36617.0,1365.0
2365,Puerto Rico,North America,1990,1987,39.3 and under 68.8 hectares,37518.0,741.0
2366,Puerto Rico,North America,1990,1987,68.8 and under 102.2 hectares,25367.0,307.0
2367,Puerto Rico,North America,1990,1987,102.2 hectares and over,173602.0,640.0
2368,Saint Lucia,North America,1990,1986,Under 0.8 hectares,4997.0,8770.0
2369,Saint Lucia,North America,1990,1986,0.8 and under 4.0 hectares,3157.0,1191.0
2370,Saint Lucia,North America,1990,1986,4.0 and under 10.1 hectares,3142.0,560.0
2371,Saint Lucia,North America,1990,1986,10.1 and under 20.2 hectares,1303.0,98.0
2372,Saint Lucia,North America,1990,1986,20.2 and under 40.5 hectares,946.0,35.0
2373,Saint Lucia,North America,1990,1986,40.5 and under 80.9 hectares,904.0,17.0
2374,Saint Lucia,North America,1990,1986,80.9 and under 202.3 hectares,1975.0,17.0
2375,Saint Lucia,North America,1990,1986,202.3 hectares and over,7054.0,13.0
2376,Saint Lucia,North America,1990,1986,Holdings without Land,0.0,850.0
2377,Saint Vincent and the Grenadines,North America,1990,1986,Under 0.1 hectares,20.0,488.0
2378,Saint Vincent and the Grenadines,North America,1990,1986,0.1 and under 0.2 hectares,95.0,921.0
2379,Saint Vincent and the Grenadines,North America,1990,1986,0.2 and under 1 hectare,1666.0,3479.0
2380,Saint Vincent and the Grenadines,North America,1990,1986,1 and under 2 hectares,1288.0,974.0
2381,Saint Vincent and the Grenadines,North America,1990,1986,2 and under 4 hectares,1642.0,672.0
2382,Saint Vincent and the Grenadines,North America,1990,1986,4 and under 10 hectares,968.0,180.0
2383,Saint Vincent and the Grenadines,North America,1990,1986,10 and under 20.2 hectares,480.0,35.0
2384,Saint Vincent and the Grenadines,North America,1990,1986,20.2 and under 40.5 hectares,436.0,16.0
2385,Saint Vincent and the Grenadines,North America,1990,1986,40.5 and under 101.2 hectares,1233.0,21.0
2386,Saint Vincent and the Grenadines,North America,1990,1986,101.2 and under 202.3 hectares,475.0,4.0
2387,Saint Vincent and the Grenadines,North America,1990,1986,202.3 hectares and over,3714.0,9.0
2388,Saint Vincent and the Grenadines,North America,1990,1986,Holdings without Land,0.0,2061.0
2389,United States of America,North America,1990,1987,0.4 and under 4 hectares,272630.0,183257.0
2390,United States of America,North America,1990,1987,4 and under 20.2 hectares,4476213.0,412437.0
2391,United States of America,North America,1990,1987,20.2 and under 56.7 hectares,17438750.0,488112.0
2392,United States of America,North America,1990,1987,56.7 and under 105.2 hectares,26792985.0,348825.0
2393,United States of America,North America,1990,1987,105.2 and under 202.4 hectares,41649371.0,286206.0
2394,United States of America,North America,1990,1987,202.4 and under 404.7 hectares,56066105.0,200058.0
2395,United States of America,North America,1990,1987,404.7 and under 809.4 hectares,56174838.0,102078.0
2396,United States of America,North America,1990,1987,809.4 hectares and over,187440725.0,66786.0
2397,Argentina,South America,1990,1988,Under 5 hectares,148000.0,57057.0
2398,Argentina,South America,1990,1988,5 and under 10 hectares,247140.0,31680.0
2399,Argentina,South America,1990,1988,10 and under 25 hectares,942054.0,52938.0
2400,Argentina,South America,1990,1988,25 and under 50 hectares,1724033.0,45265.0
2401,Argentina,South America,1990,1988,50 and under 100 hectares,3646960.0,48006.0
2402,Argentina,South America,1990,1988,100 and under 200 hectares,6929412.0,47083.0
2403,Argentina,South America,1990,1988,200 and under 500 hectares,15290155.0,47772.0
2404,Argentina,South America,1990,1988,500 and under 1000 hectares,14870541.0,21101.0
2405,Argentina,South America,1990,1988,1000 hectares and over,133639103.0,27455.0
2406,Brazil,South America,1990,1985,Under 1 hectare,364431.0,637311.0
2407,Brazil,South America,1990,1985,1 and under 2 hectares,833498.0,617003.0
2408,Brazil,South America,1990,1985,2 and under 5 hectares,3347286.0,1043185.0
2409,Brazil,South America,1990,1985,5 and under 10 hectares,5441421.0,767323.0
2410,Brazil,South America,1990,1985,10 and under 20 hectares,11309866.0,815029.0
2411,Brazil,South America,1990,1985,20 and under 50 hectares,28115016.0,907481.0
2412,Brazil,South America,1990,1985,50 and under 100 hectares,30140278.0,437830.0
2413,Brazil,South America,1990,1985,100 and under 200 hectares,37402696.0,283004.0
2414,Brazil,South America,1990,1985,200 and under 500 hectares,53071677.0,174758.0
2415,Brazil,South America,1990,1985,500 and under 1000 hectares,40958293.0,59669.0
2416,Brazil,South America,1990,1985,1000 hectares and over,163940463.0,50411.0
2417,Colombia,South America,1990,1988,Under 1 hectare,93041.0,204402.0
2418,Colombia,South America,1990,1988,1 and under 3 hectares,522034.0,312307.0
2419,Colombia,South America,1990,1988,3 and under 5 hectares,698712.0,188631.0
2420,Colombia,South America,1990,1988,5 and under 10 hectares,1589575.0,232498.0
2421,Colombia,South America,1990,1988,10 and under 20 hectares,2504414.0,182621.0
2422,Colombia,South America,1990,1988,20 and under 50 hectares,5171668.0,167864.0
2423,Colombia,South America,1990,1988,50 and under 100 hectares,6063791.0,88304.0
2424,Colombia,South America,1990,1988,100 and under 200 hectares,6500698.0,48230.0
2425,Colombia,South America,1990,1988,200 and under 500 hectares,6980749.0,23707.0
2426,Colombia,South America,1990,1988,500 and under 1000 hectares,2758287.0,4233.0
2427,Colombia,South America,1990,1988,1000 hectares and over,3150744.0,1770.0
2428,Colombia,South America,1990,1988,Holdings without Land,0.0,93279.0
2429,Paraguay,South America,1990,1991,Under 1 hectare,8499.0,21977.0
2430,Paraguay,South America,1990,1991,1 and under 5 hectares,222805.0,92811.0
2431,Paraguay,South America,1990,1991,5 and under 10 hectares,430658.0,66605.0
2432,Paraguay,South America,1990,1991,10 and under 20 hectares,806802.0,66223.0
2433,Paraguay,South America,1990,1991,20 and under 50 hectares,857909.0,31519.0
2434,Paraguay,South America,1990,1991,50 and under 100 hectares,502648.0,7577.0
2435,Paraguay,South America,1990,1991,100 and under 200 hectares,569169.0,4279.0
2436,Paraguay,South America,1990,1991,200 and under 500 hectares,1050034.0,3503.0
2437,Paraguay,South America,1990,1991,500 and under 1000 hectares,1010952.0,1525.0
2438,Paraguay,South America,1990,1991,1000 and under 5000 hectares,4982438.0,2356.0
2439,Paraguay,South America,1990,1991,5000 hectares and over,13375823.0,884.0
2440,Paraguay,South America,1990,1991,Holdings without Land,0.0,7962.0
2441,Peru,South America,1990,1994,Under 3 hectares,1114886.0,967511.0
2442,Peru,South America,1990,1994,3 and under 10 hectares,2588880.0,507014.0
2443,Peru,South America,1990,1994,10 and under 50 hectares,4213391.0,219600.0
2444,Peru,South America,1990,1994,50 hectares and over,27464652.0,51648.0
2445,Peru,South America,1990,1994,Holdings without Land,0.0,10368.0
2446,Cyprus,Europe,1990,1994,Under 1.3 hectares,13175.0,24945.0
2447,Cyprus,Europe,1990,1994,1.3 and under 2 hectares,10158.0,6362.0
2448,Cyprus,Europe,1990,1994,2 and under 5.35 hectares,42082.0,13007.0
2449,Cyprus,Europe,1990,1994,5.35 and under 10.70 hectares,36825.0,5089.0
2450,Cyprus,Europe,1990,1994,10.70 and under 20.60 hectares,23641.0,1699.0
2451,Cyprus,Europe,1990,1994,20.60 and under 66.89 hectares,26937.0,838.0
2452,Cyprus,Europe,1990,1994,66.89 and under 133.78 hectares,9024.0,102.0
2453,Cyprus,Europe,1990,1994,133.78 hectares and over,15918.0,47.0
2454,India,Asia,1990,1986,Under 1 hectare,22042000.0,56147000.0
2455,India,Asia,1990,1986,1 and under 2 hectares,25708000.0,17922000.0
2456,India,Asia,1990,1986,2 and under 4 hectares,36666000.0,13252000.0
2457,India,Asia,1990,1986,4 and under 10 hectares,47144000.0,7916000.0
2458,India,Asia,1990,1986,10 hectares and over,33002000.0,1918000.0
2459,India,Asia,1990,1991,Under 1 hectare,24894000.0,63388000.0
2460,India,Asia,1990,1991,1 and under 2 hectares,28827000.0,20092000.0
2461,India,Asia,1990,1991,2 and under 5 hectares,51223000.0,16817000.0
2462,India,Asia,1990,1991,5 and under 10 hectares,31903000.0,4686000.0
2463,India,Asia,1990,1991,10 hectares and over,28660000.0,1654000.0
2464,Indonesia,Asia,1990,1993,Under 1 hectare,5105398.0,13955905.0
2465,Indonesia,Asia,1990,1993,1 and under 2 hectares,4254082.0,3312218.0
2466,Indonesia,Asia,1990,1993,2 and under 5 hectares,5754989.0,2175575.0
2467,Indonesia,Asia,1990,1993,5 and under 10 hectares,1442915.0,232200.0
2468,Indonesia,Asia,1990,1993,10 hectares and over,587652.0,37908.0
2469,Iran,Asia,1990,1988,Under 0.1 hectares,6000.0,116000.0
2470,Iran,Asia,1990,1988,0.1 and under 0.2 hectares,14000.0,108000.0
2471,Iran,Asia,1990,1988,0.2 and under 0.5 hectares,76000.0,245000.0
2472,Iran,Asia,1990,1988,0.5 and under 1 hectare,189000.0,286000.0
2473,Iran,Asia,1990,1988,1 and under 2 hectares,544000.0,420000.0
2474,Iran,Asia,1990,1988,2 and under 3 hectares,663000.0,295000.0
2475,Iran,Asia,1990,1988,3 and under 4 hectares,690000.0,214000.0
2476,Iran,Asia,1990,1988,4 and under 5 hectares,754000.0,179000.0
2477,Iran,Asia,1990,1988,5 and under 10 hectares,3238000.0,482000.0
2478,Iran,Asia,1990,1988,10 and under 20 hectares,3974000.0,306000.0
2479,Iran,Asia,1990,1988,20 and under 50 hectares,3784000.0,136000.0
2480,Iran,Asia,1990,1988,50 and under 100 hectares,1427000.0,22000.0
2481,Iran,Asia,1990,1988,100 and under 200 hectares,879000.0,7000.0
2482,Iran,Asia,1990,1988,200 hectares and over,912000.0,4000.0
2483,Iran,Asia,1990,1988,Holdings without Land,0.0,506000.0
2484,Iran,Asia,1990,1993,Under 1 hectare,310720.0,1662040.0
2485,Iran,Asia,1990,1993,1 and under 2 hectares,544020.0,423150.0
2486,Iran,Asia,1990,1993,2 and under 5 hectares,2001800.0,658330.0
2487,Iran,Asia,1990,1993,5 and under 10 hectares,2897000.0,433550.0
2488,Iran,Asia,1990,1993,10 and under 20 hectares,3547730.0,273940.0
2489,Iran,Asia,1990,1993,20 and under 50 hectares,3449230.0,124420.0
2490,Iran,Asia,1990,1993,50 and under 100 hectares,1300550.0,20650.0
2491,Iran,Asia,1990,1993,100 and under 200 hectares,638650.0,5160.0
2492,Iran,Asia,1990,1993,200 hectares and over,769210.0,1710.0
2493,Japan,Asia,1990,1995,Under 1 hectare,1037000.0,2359000.0
2494,Japan,Asia,1990,1995,1 and under 2 hectares,948000.0,688000.0
2495,Japan,Asia,1990,1995,2 and under 5 hectares,894000.0,315000.0
2496,Japan,Asia,1990,1995,5 and under 10 hectares,316000.0,46000.0
2497,Japan,Asia,1990,1995,10 and under 20 hectares,287000.0,19000.0
2498,Japan,Asia,1990,1995,20 and under 50 hectares,423000.0,14000.0
2499,Japan,Asia,1990,1995,50 hectares and over,215000.0,3000.0
2500,Republic of Korea,Asia,1990,1990,Under 0.1 hectares,1579.0,14827.0
2501,Republic of Korea,Asia,1990,1990,0.1 and under 0.2 hectares,16986.0,106372.0
2502,Republic of Korea,Asia,1990,1990,0.2 and under 0.5 hectares,130773.0,362051.0
2503,Republic of Korea,Asia,1990,1990,0.5 and under 1 hectare,407277.0,544654.0
2504,Republic of Korea,Asia,1990,1990,1 and under 2 hectares,765943.0,543182.0
2505,Republic of Korea,Asia,1990,1990,2 and under 3 hectares,309849.0,129590.0
2506,Republic of Korea,Asia,1990,1990,3 hectares and over,214008.0,43868.0
2507,Republic of Korea,Asia,1990,1990,Holdings without Land,0.0,23957.0
2508,Myanmar,Asia,1990,1993,Under 0.4 hectares,36981.0,187531.0
2509,Myanmar,Asia,1990,1993,0.4 and under 1.2 hectares,526145.0,713896.0
2510,Myanmar,Asia,1990,1993,1.2 and under 2.02 hectares,862477.0,563183.0
2511,Myanmar,Asia,1990,1993,2.02 and under 4 hectares,2142017.0,758833.0
2512,Myanmar,Asia,1990,1993,4 and under 8.1 hectares,2228823.0,413734.0
2513,Myanmar,Asia,1990,1993,8.1 and under 20.2 hectares,963757.0,91061.0
2514,Myanmar,Asia,1990,1993,20.2 hectares and over,126756.0,1582.0
2515,Myanmar,Asia,1990,1993,Holdings without Land,0.0,195078.0
2516,Nepal,Asia,1990,1992,Under 0.2 hectares,47563.0,436769.0
2517,Nepal,Asia,1990,1992,0.2 and under 0.5 hectares,244779.0,729267.0
2518,Nepal,Asia,1990,1992,0.5 and under 1 hectare,499541.0,711666.0
2519,Nepal,Asia,1990,1992,1 and under 2 hectares,716532.0,529467.0
2520,Nepal,Asia,1990,1992,2 and under 3 hectares,400227.0,168449.0
2521,Nepal,Asia,1990,1992,3 and under 4 hectares,202361.0,59574.0
2522,Nepal,Asia,1990,1992,4 and under 5 hectares,125728.0,28591.0
2523,Nepal,Asia,1990,1992,5 and under 10 hectares,209338.0,31952.0
2524,Nepal,Asia,1990,1992,10 hectares and over,151331.0,8206.0
2525,Nepal,Asia,1990,1992,Holdings without Land,0.0,32109.0
2526,Pakistan,Asia,1990,1990,Under 0.5 hectares,193126.0,678538.0
2527,Pakistan,Asia,1990,1990,0.5 and under 1 hectare,510397.0,689233.0
2528,Pakistan,Asia,1990,1990,1 and under 2 hectares,1446796.0,1036286.0
2529,Pakistan,Asia,1990,1990,2 and under 5 hectares,5283232.0,1698682.0
2530,Pakistan,Asia,1990,1990,5 and under 10 hectares,4134346.0,623110.0
2531,Pakistan,Asia,1990,1990,10 and under 20 hectares,3032872.0,237929.0
2532,Pakistan,Asia,1990,1990,20 and under 60 hectares,2613767.0,91831.0
2533,Pakistan,Asia,1990,1990,60 hectares and over,1935101.0,15354.0
2534,Pakistan,Asia,1990,1990,Government farms and estates,103035.0,149.0
2535,Philippines,Asia,1990,1991,Under 0.5 hectares,196415.0,822625.0
2536,Philippines,Asia,1990,1991,0.5 and under 1 hectare,531697.0,862755.0
2537,Philippines,Asia,1990,1991,1 and under 2 hectares,1607689.0,1313696.0
2538,Philippines,Asia,1990,1991,2 and under 3 hectares,1430217.0,653943.0
2539,Philippines,Asia,1990,1991,3 and under 5 hectares,1835084.0,523201.0
2540,Philippines,Asia,1990,1991,5 and under 7 hectares,1355226.0,240361.0
2541,Philippines,Asia,1990,1991,7 and under 10 hectares,691154.0,84881.0
2542,Philippines,Asia,1990,1991,10 and under 25 hectares,1293385.0,95537.0
2543,Philippines,Asia,1990,1991,25 hectares and over,1034004.0,13042.0
2544,Thailand,Asia,1990,1988,Under 1 hectare,438156.0,703047.0
2545,Thailand,Asia,1990,1988,1 and under 1.6 hectares,734363.0,602157.0
2546,Thailand,Asia,1990,1988,1.6 and under 6.4 hectares,9534973.0,2910845.0
2547,Thailand,Asia,1990,1988,6.4 and under 22.4 hectares,5796433.0,639318.0
2548,Thailand,Asia,1990,1988,22.4 hectares and over,959996.0,22057.0
2549,Thailand,Asia,1990,1993,Under 1 hectare,574967.0,1114038.0
2550,Thailand,Asia,1990,1993,1 and under 1.6 hectares,877737.0,745982.0
2551,Thailand,Asia,1990,1993,1.6 and under 4.8 hectares,6867882.0,2542125.0
2552,Thailand,Asia,1990,1993,4.8 and under 9.6 hectares,6086702.0,973871.0
2553,Thailand,Asia,1990,1993,9.6 and under 16.0 hectares,2287102.0,199737.0
2554,Thailand,Asia,1990,1993,16.0 and under 28.8 hectares,1045482.0,54625.0
2555,Thailand,Asia,1990,1993,28.8 and under 40.0 hectares,270334.0,8272.0
2556,Thailand,Asia,1990,1993,40.0 and under 80.0 hectares,317449.0,6126.0
2557,Thailand,Asia,1990,1993,80.0 hectares and over,674416.0,2714.0
2558,Turkey,Asia,1990,1991,Under 0.5 hectares,66706.0,251686.0
2559,Turkey,Asia,1990,1991,0.5 and under 1 hectare,251109.0,381287.0
2560,Turkey,Asia,1990,1991,1 and under 2 hectares,1004250.0,752156.0
2561,Turkey,Asia,1990,1991,2 and under 5 hectares,3866896.0,1274609.0
2562,Turkey,Asia,1990,1991,5 and under 10 hectares,4675069.0,713149.0
2563,Turkey,Asia,1990,1991,10 and under 20 hectares,4921663.0,383323.0
2564,Turkey,Asia,1990,1991,20 and under 50 hectares,4648743.0,173774.0
2565,Turkey,Asia,1990,1991,50 and under 100 hectares,1498249.0,24201.0
2566,Turkey,Asia,1990,1991,100 and under 250 hectares,1385662.0,10266.0
2567,Turkey,Asia,1990,1991,250 and under 500 hectares,653808.0,1930.0
2568,Turkey,Asia,1990,1991,500 hectares and over,478944.0,441.0
2569,Turkey,Asia,1990,1991,Holdings without Land,0.0,101610.0
2570,Austria,Europe,1990,1990,Under 1 hectare,6570.0,8890.0
2571,Austria,Europe,1990,1990,1 and under 2 hectares,62788.0,29804.0
2572,Austria,Europe,1990,1990,2 and under 5 hectares,287208.0,58104.0
2573,Austria,Europe,1990,1990,5 and under 10 hectares,490221.0,48678.0
2574,Austria,Europe,1990,1990,10 and under 20 hectares,973319.0,54508.0
2575,Austria,Europe,1990,1990,20 and under 50 hectares,2004177.0,58719.0
2576,Austria,Europe,1990,1990,50 and under 100 hectares,726871.0,9958.0
2577,Austria,Europe,1990,1990,100 and under 200 hectares,404834.0,2724.0
2578,Austria,Europe,1990,1990,200 and under 500 hectares,365038.0,1177.0
2579,Austria,Europe,1990,1990,500 and under 1000 hectares,216558.0,314.0
2580,Austria,Europe,1990,1990,1000 hectares and over,1679914.0,334.0
2581,Belgium,Europe,1990,1990,Under 1 hectare,8554.0,10481.0
2582,Belgium,Europe,1990,1990,1 and under 2 hectares,12183.0,7385.0
2583,Belgium,Europe,1990,1990,2 and under 5 hectares,48834.0,13537.0
2584,Belgium,Europe,1990,1990,5 and under 10 hectares,98050.0,12922.0
2585,Belgium,Europe,1990,1990,10 and under 20 hectares,255189.0,16944.0
2586,Belgium,Europe,1990,1990,20 and under 50 hectares,586511.0,18783.0
2587,Belgium,Europe,1990,1990,50 and under 100 hectares,278044.0,4131.0
2588,Belgium,Europe,1990,1990,100 hectares and over,111886.0,780.0
2589,Belgium,Europe,1990,1990,Holdings without Land,0.0,2217.0
2590,Denmark,Europe,1990,1989,Under 10 hectares,95462.0,14749.0
2591,Denmark,Europe,1990,1989,10 and under 20 hectares,284791.0,19605.0
2592,Denmark,Europe,1990,1989,20 and under 50 hectares,1007856.0,31348.0
2593,Denmark,Europe,1990,1989,50 and under 100 hectares,818355.0,12162.0
2594,Denmark,Europe,1990,1989,100 hectares and over,567663.0,3403.0
2595,Finland,Europe,1990,1990,1 and under 2 hectares,614660.0,27114.0
2596,Finland,Europe,1990,1990,2 and under 5 hectares,1621469.0,41901.0
2597,Finland,Europe,1990,1990,5 and under 10 hectares,2395496.0,42786.0
2598,Finland,Europe,1990,1990,10 and under 20 hectares,3340276.0,47665.0
2599,Finland,Europe,1990,1990,20 and under 50 hectares,3393687.0,35108.0
2600,Finland,Europe,1990,1990,50 and under 100 hectares,708722.0,4311.0
2601,Finland,Europe,1990,1990,100 hectares and over,264129.0,500.0
2602,France,Europe,1990,1988,Under 1 hectare,36765.0,78685.0
2603,France,Europe,1990,1988,1 and under 2 hectares,100945.0,72248.0
2604,France,Europe,1990,1988,2 and under 5 hectares,381321.0,116684.0
2605,France,Europe,1990,1988,5 and under 10 hectares,812275.0,111925.0
2606,France,Europe,1990,1988,10 and under 20 hectares,2425937.0,166548.0
2607,France,Europe,1990,1988,20 and under 50 hectares,9348064.0,288055.0
2608,France,Europe,1990,1988,50 and under 100 hectares,8708912.0,128261.0
2609,France,Europe,1990,1988,100 hectares and over,6781580.0,43714.0
2610,Germany,Europe,1990,1995,Under 2 hectares,103000.0,90600.0
2611,Germany,Europe,1990,1995,2 and under 5 hectares,294800.0,88600.0
2612,Germany,Europe,1990,1995,5 and under 10 hectares,605300.0,84000.0
2613,Germany,Europe,1990,1995,10 and under 20 hectares,1457300.0,100000.0
2614,Germany,Europe,1990,1995,20 and under 50 hectares,4215000.0,132300.0
2615,Germany,Europe,1990,1995,50 and under 100 hectares,3506000.0,51600.0
2616,Germany,Europe,1990,1995,100 hectares and over,6975500.0,19800.0
2617,Greece,Europe,1990,1995,Under 2 hectares,315300.0,354500.0
2618,Greece,Europe,1990,1995,2 and under 5 hectares,786900.0,248700.0
2619,Greece,Europe,1990,1995,5 and under 10 hectares,818700.0,120000.0
2620,Greece,Europe,1990,1995,10 and under 20 hectares,731500.0,54000.0
2621,Greece,Europe,1990,1995,20 and under 50 hectares,625800.0,21800.0
2622,Greece,Europe,1990,1995,50 and under 100 hectares,172400.0,2700.0
2623,Greece,Europe,1990,1995,100 hectares and over,127600.0,700.0
2624,Italy,Europe,1990,1990,Under 1 hectare,481722.0,991662.0
2625,Italy,Europe,1990,1990,1 and under 2 hectares,814640.0,590942.0
2626,Italy,Europe,1990,1990,2 and under 5 hectares,2210779.0,709845.0
2627,Italy,Europe,1990,1990,5 and under 10 hectares,2436234.0,354401.0
2628,Italy,Europe,1990,1990,10 and under 20 hectares,2747371.0,201321.0
2629,Italy,Europe,1990,1990,20 and under 50 hectares,3432212.0,114985.0
2630,Italy,Europe,1990,1990,50 and under 100 hectares,2217720.0,32722.0
2631,Italy,Europe,1990,1990,100 hectares and over,8361678.0,21875.0
2632,Italy,Europe,1990,1990,Holdings without Land,0.0,5591.0
2633,Luxembourg,Europe,1990,1990,Under 1 hectare,149.0,326.0
2634,Luxembourg,Europe,1990,1990,1 and under 2 hectares,283.0,197.0
2635,Luxembourg,Europe,1990,1990,2 and under 5 hectares,1567.0,465.0
2636,Luxembourg,Europe,1990,1990,5 and under 10 hectares,2301.0,319.0
2637,Luxembourg,Europe,1990,1990,10 and under 20 hectares,5721.0,388.0
2638,Luxembourg,Europe,1990,1990,20 and under 50 hectares,35329.0,992.0
2639,Luxembourg,Europe,1990,1990,50 and under 100 hectares,67768.0,1010.0
2640,Luxembourg,Europe,1990,1990,100 hectares and over,13180.0,106.0
2641,Norway,Europe,1990,1989,0.5 and under 1 hectare,2809.0,4261.0
2642,Norway,Europe,1990,1989,1 and under 2 hectares,12937.0,9343.0
2643,Norway,Europe,1990,1989,2 and under 5 hectares,77325.0,23427.0
2644,Norway,Europe,1990,1989,5 and under 10 hectares,177475.0,24969.0
2645,Norway,Europe,1990,1989,10 and under 20 hectares,355193.0,25330.0
2646,Norway,Europe,1990,1989,20 and under 50 hectares,307374.0,11194.0
2647,Norway,Europe,1990,1989,50 and under 100 hectares,50155.0,801.0
2648,Norway,Europe,1990,1989,100 hectares and over,7809.0,57.0
2649,Portugal,Europe,1990,1989,Under 0.5 hectares,21326.0,80181.0
